demo	0	front	443.146987915	274.469284058	749.530715942
demo	0	front	443.015052795	274.679443359	749.320556641
demo	0	front	442.995170593	274.668746948	749.331253052
demo	0	front	442.995170593	274.668746948	749.331253052
demo	0	front	442.995170593	274.668746948	749.331253052
demo	0	front	442.957878113	274.642440796	749.357559204
demo	0	front	443.050643921	274.64932251	749.35067749
demo	delay	front	443.0102005	274.541809082	749.458190918
demo	2	front	442.92980957	274.508010864	749.491989136
demo	2	front	442.839698792	274.441101074	749.558898926
demo	2	front	442.795593262	274.335067749	749.664932251
demo	2	front	442.810134888	274.32333374	749.67666626
demo	2	front	442.854736328	274.282516479	749.717483521
demo	2	front	442.883979797	274.407028198	749.592971802
demo	2	front	442.930778503	274.394088745	749.605911255
demo	2	front	442.765426636	274.5809021	749.4190979
demo	2	front	442.892501831	274.53163147	749.46836853
demo	2	front	443.1432724	274.406448364	749.593551636
demo	2	front	442.975967407	274.671005249	749.328994751
demo	2	front	442.622612	274.831375122	749.168624878
demo	2	front	442.96497345	274.632644653	749.367355347
demo	2	front	409.853027344	254.953735352	769.046264648
demo	2	front	409.825782776	255.064239502	768.935760498
demo	2	front	409.839805603	254.996276855	769.003723145
demo	2	front	410.013824463	254.884033203	769.115966797
demo	2	front	409.97177124	255.00479126	768.99520874
demo	2	front	409.933837891	254.946044922	769.053955078
demo	2	front	409.988334656	254.851470947	769.148529053
demo	2	front	409.965782166	254.845489502	769.154510498
demo	2	front	409.975036621	254.800933838	769.199066162
demo	2	front	409.964080811	254.734161377	769.265838623
demo	2	front	410.019363403	254.704101562	769.295898438
demo	2	front	409.961830139	254.592132568	769.407867432
demo	2	front	409.948104858	254.56829834	769.43170166
