demo	0	front	443.574157715	261.09777832	762.90222168
demo	0	front	443.647262573	261.192062378	762.807937622
demo	0	front	443.674797058	261.161148071	762.838851929
demo	0	front	443.674797058	261.161148071	762.838851929
demo	0	front	443.674797058	261.161148071	762.838851929
demo	0	front	443.674797058	261.161148071	762.838851929
demo	0	front	443.771110535	261.130325317	762.869674683
demo	delay	front	443.778747559	261.085235596	762.914764404
demo	2	front	443.586204529	261.193939209	762.806060791
demo	2	front	443.544372559	261.147735596	762.852264404
demo	2	front	443.564033508	261.164611816	762.835388184
demo	2	front	443.577102661	261.170028687	762.829971313
demo	2	front	443.53086853	261.133300781	762.866699219
demo	2	front	443.613685608	261.07208252	762.92791748
demo	2	front	443.596260071	261.015365601	762.984634399
demo	1	front	443.619346619	260.987884521	763.012115479
demo	1	front	443.569320679	261.100692749	762.899307251
demo	1	front	443.561706543	261.075363159	762.924636841
demo	1	front	443.536087036	261.045776367	762.954223633
demo	1	front	443.537727356	260.977249146	763.022750854
demo	1	front	443.444900513	260.869308472	763.130691528
demo	1	front	443.402832031	260.824325562	763.175674438
demo	1	front	443.429901123	260.723205566	763.276794434
demo	1	front	443.410667419	260.782119751	763.217880249
demo	1	front	443.420730591	260.749969482	763.250030518
demo	1	front	443.420280457	260.821334839	763.178665161
demo	3	front	443.39251709	260.905609131	763.094390869
demo	3	front	443.344314575	260.958999634	763.041000366
demo	3	front	443.334388733	261.011276245	762.988723755
demo	3	front	443.368888855	260.917800903	763.082199097
demo	3	front	443.430358887	261.001419067	762.998580933
demo	3	front	443.353645325	261.093444824	762.906555176
demo	3	front	443.344993591	261.094055176	762.905944824
demo	3	front	443.343551636	261.107131958	762.892868042
demo	3	front	443.284194946	261.216873169	762.783126831
demo	3	front	443.217628479	261.229934692	762.770065308
demo	3	front	442.910346985	261.432067871	762.567932129
demo	3	front	569.228294373	251.239044189	772.760955811
demo	3	front	569.686981201	250.941040039	773.058959961
demo	3	front	569.683654785	250.918426514	773.081573486
demo	3	front	578.844772339	245.292602539	778.707397461
demo	3	front	615.363685608	246.297393799	777.702606201
demo	3	front	617.662765503	244.855010986	779.144989014
