demo	0	front	530.378871918	526.034145355	497.965854645
demo	0	front	530.292201996	525.82461834	498.17538166
demo	0	front	530.389528275	525.792742729	498.207257271
demo	0	front	530.389528275	525.792742729	498.207257271
demo	0	front	530.389528275	525.792742729	498.207257271
demo	0	front	530.321750641	525.81626606	498.18373394
demo	0	front	530.357057571	525.872450829	498.127549171
demo	delay	front	530.512067795	525.752396584	498.247603416
demo	3	front	530.56452179	525.843660355	498.156339645
demo	3	front	530.63860321	525.846562386	498.153437614
demo	3	front	530.559379578	525.948779106	498.051220894
demo	3	front	530.812408447	525.895493507	498.104506493
demo	1	front	530.807102203	525.945290565	498.054709435
demo	1	front	530.780158997	525.88141346	498.11858654
demo	1	front	530.643707275	525.955086708	498.044913292
demo	1	front	530.467708588	526.01368618	497.98631382
demo	2	front	530.439517975	526.065732002	497.934267998
demo	2	front	530.342094421	526.171746254	497.828253746
demo	2	front	530.277011871	526.257405281	497.742594719
demo	2	front	530.288524628	526.255325317	497.744674683
demo	2	front	530.31498909	526.282390594	497.717609406
demo	2	front	530.279579163	526.404657364	497.595342636
demo	2	front	530.278238297	526.37955761	497.62044239
demo	2	front	530.34446907	526.396478653	497.603521347
demo	2	front	530.403835297	526.371669769	497.628330231
demo	2	front	530.365312576	526.242638588	497.757361412
demo	2	front	530.365312576	526.242638588	497.757361412
demo	2	front	530.365312576	526.242638588	497.757361412
demo	2	front	530.365312576	526.242638588	497.757361412
demo	2	front	530.362266541	526.237165451	497.762834549
demo	2	front	530.459501266	526.284275055	497.715724945
demo	2	front	530.419301987	526.293614388	497.706385612
demo	3	front	530.361743927	526.306365967	497.693634033
demo	3	front	530.400621414	526.26537323	497.73462677
demo	3	front	530.399894714	526.198112488	497.801887512
demo	3	front	530.461051941	526.154896736	497.845103264
demo	2	front	530.422924042	526.22908783	497.77091217
demo	2	front	530.42874527	526.199946404	497.800053596
demo	2	front	530.526634216	526.176183701	497.823816299
demo	1	front	530.57330513	526.130402565	497.869597435
demo	1	front	530.53163147	526.241122246	497.758877754
demo	1	front	530.535549164	526.050244331	497.949755669
demo	1	front	530.530942917	526.022637367	497.977362633
