demo	0	front	516.494942665	461.566421509	562.433578491
demo	0	front	516.57732296	461.342647552	562.657352448
demo	0	front	516.589394093	461.348487854	562.651512146
demo	0	front	516.589394093	461.348487854	562.651512146
demo	0	front	516.589394093	461.348487854	562.651512146
demo	0	front	516.589394093	461.348487854	562.651512146
demo	0	front	516.550037861	461.381736755	562.618263245
demo	delay	front	516.558689594	461.247543335	562.752456665
demo	delay	front	516.578361988	461.253440857	562.746559143
demo	delay	front	516.5727005	461.287597656	562.712402344
demo	delay	front	516.594801903	461.237442017	562.762557983
demo	delay	front	516.685884476	461.13747406	562.86252594
demo	delay	front	516.675195217	461.069526672	562.930473328
demo	delay	front	516.723238468	461.047412872	562.952587128
demo	delay	front	516.709433079	460.959732056	563.040267944
demo	delay	front	516.638794422	461.038440704	562.961559296
demo	delay	front	516.571915627	461.135204315	562.864795685
demo	delay	front	516.542933941	461.183731079	562.816268921
demo	delay	front	516.557990074	461.216056824	562.783943176
demo	delay	front	516.621240616	461.295562744	562.704437256
demo	delay	front	516.610113144	461.354679108	562.645320892
demo	delay	front	516.672876358	461.349872589	562.650127411
demo	delay	front	516.638716221	461.450645447	562.549354553
demo	delay	front	516.627909184	461.491493225	562.508506775
demo	delay	front	516.619294643	461.4856987	562.5143013
demo	delay	front	516.6166749	461.477638245	562.522361755
demo	delay	front	516.507855892	461.476470947	562.523529053
demo	delay	front	516.38465929	461.578388214	562.421611786
demo	delay	front	516.476428986	461.484424591	562.515575409
demo	delay	front	516.46510601	461.411842346	562.588157654
demo	delay	front	534.545135498	388.390579224	635.609420776
demo	delay	front	595.549751282	292.730422974	731.269577026
demo	delay	front	627.583259583	256.884170532	767.115829468
demo	delay	front	627.536186218	256.776641846	767.223358154
demo	delay	front	627.548355103	256.867828369	767.132171631
demo	delay	front	627.509773254	256.846466064	767.153533936
demo	delay	front	627.688804626	256.826095581	767.173904419
demo	delay	front	627.61151123	256.973144531	767.026855469
demo	delay	front	627.627792358	257.037353516	766.962646484
demo	delay	front	627.568061829	257.069091797	766.930908203
demo	delay	front	627.59740448	257.092269897	766.907730103
demo	delay	front	627.542915344	257.135635376	766.864364624
demo	delay	front	627.644096375	257.150268555	766.849731445
demo	delay	front	627.555397034	257.236801147	766.763198853
demo	delay	front	627.524604797	257.186676025	766.813323975
demo	delay	front	627.506156921	257.273727417	766.726272583
demo	delay	front	627.422569275	257.231414795	766.768585205
demo	delay	front	627.434028625	257.245422363	766.754577637
demo	delay	front	627.489463806	257.162734985	766.837265015
demo	delay	front	627.47013092	257.193786621	766.806213379
demo	delay	front	627.417579651	257.088272095	766.911727905
