demo	0	front	464.431221008	307.312286377	716.687713623
demo	0	front	464.719974518	307.024429321	716.975570679
demo	0	front	464.666713715	307.050811768	716.949188232
demo	0	front	464.666713715	307.050811768	716.949188232
demo	0	front	464.666713715	307.050811768	716.949188232
demo	0	front	464.666713715	307.050811768	716.949188232
demo	0	front	464.645828247	307.139678955	716.860321045
demo	delay	front	467.452407837	313.840209961	710.159790039
demo	2	front	467.772750854	313.818069458	710.181930542
demo	2	front	467.761341095	313.822525024	710.177474976
demo	2	front	467.869869232	313.68347168	710.31652832
demo	2	front	467.958564758	313.634658813	710.365341187
demo	2	front	468.016231537	313.634918213	710.365081787
demo	2	front	467.767887115	313.822967529	710.177032471
demo	2	front	467.850036621	313.770187378	710.229812622
demo	1	front	467.756282806	313.874786377	710.125213623
demo	1	front	467.747535706	313.956329346	710.043670654
demo	1	front	467.734401703	313.780639648	710.219360352
demo	3	front	467.823158264	313.807937622	710.192062378
demo	3	front	467.725017548	313.787200928	710.212799072
demo	3	front	467.719150543	313.698440552	710.301559448
demo	3	front	467.724475861	313.623321533	710.376678467
demo	3	front	467.748443604	313.61517334	710.38482666
demo	3	front	467.738536835	313.543502808	710.456497192
demo	3	front	467.784851074	313.547027588	710.452972412
demo	3	front	467.852207184	313.565704346	710.434295654
demo	3	front	467.92339325	313.467391968	710.532608032
demo	3	front	467.945014954	313.458877563	710.541122437
demo	3	front	467.945014954	313.458877563	710.541122437
demo	3	front	467.910030365	313.478866577	710.521133423
demo	3	front	467.95526123	313.54057312	710.45942688
demo	3	front	467.962802887	313.482940674	710.517059326
demo	3	front	467.967315674	313.462097168	710.537902832
demo	2	front	468.01644516	313.522155762	710.477844238
demo	2	front	467.972263336	313.560943604	710.439056396
demo	2	front	467.984539032	313.575592041	710.424407959
demo	2	front	467.882785797	313.55531311	710.44468689
demo	2	front	467.814147949	313.531921387	710.468078613
demo	1	front	467.777374268	313.637481689	710.362518311
demo	1	front	467.77338028	313.649032593	710.350967407
demo	3	front	467.828598022	313.668640137	710.331359863
demo	3	front	467.846786499	313.715835571	710.284164429
demo	3	front	467.886009216	313.607559204	710.392440796
demo	3	front	467.856651306	313.582260132	710.417739868
demo	3	front	467.945732117	313.416168213	710.583831787
demo	3	front	467.993896484	313.375228882	710.624771118
demo	3	front	468.080039978	313.328460693	710.671539307
demo	3	front	468.076412201	313.31729126	710.68270874
demo	3	front	468.140167236	313.38104248	710.61895752
demo	3	front	468.151802063	313.327316284	710.672683716
demo	3	front	468.196968079	313.385528564	710.614471436
demo	3	front	468.129871368	313.374465942	710.625534058
demo	3	front	468.170825958	313.388641357	710.611358643
demo	3	front	467.992702484	313.483062744	710.516937256
demo	3	front	468.007709503	313.489074707	710.510925293
demo	3	front	468.053432465	313.596755981	710.403244019
demo	3	front	467.98160553	313.625762939	710.374237061
1_nature.png	delay	front	467.987625122	313.696502686	710.303497314
1_nature.png	delay	front	467.987625122	313.696502686	710.303497314
1_nature.png	delay	front	467.939594269	313.823226929	710.176773071
1_nature.png	delay	front	467.939594269	313.823226929	710.176773071
1_nature.png	delay	front	467.972671509	313.74899292	710.25100708
1_nature.png	delay	front	467.982872009	313.863464355	710.136535645
1_nature.png	delay	front	467.94801712	313.773895264	710.226104736
1_nature.png	delay	front	467.929870605	313.807952881	710.192047119
1_nature.png	4	front	467.94764328	313.819869995	710.180130005
1_nature.png	4	front	467.828582764	313.738677979	710.261322021
1_nature.png	6	front	467.797393799	313.685958862	710.314041138
1_nature.png	6	front	467.856338501	313.697311401	710.302688599
1_nature.png	6	front	467.831851959	313.700820923	710.299179077
1_nature.png	2	front	467.718414307	313.653060913	710.346939087
1_nature.png	2	front	467.706424713	313.669998169	710.330001831
1_nature.png	2	front	467.72220993	313.614395142	710.385604858
1_nature.png	3	front	467.750980377	313.554397583	710.445602417
1_nature.png	3	front	467.794769287	313.63067627	710.36932373
1_nature.png	1	front	467.802093506	313.637695312	710.362304688
1_nature.png	1	front	467.797801971	313.654083252	710.345916748
1_nature.png	1	front	467.845798492	313.731567383	710.268432617
1_nature.png	5	front	467.776542664	313.680740356	710.319259644
1_nature.png	5	front	467.834682465	313.641860962	710.358139038
1_nature.png	5	front	467.875232697	313.608322144	710.391677856
1_nature.png	5	front	467.796604156	313.700180054	710.299819946
1_nature.png	5	front	467.764823914	313.641403198	710.358596802
1_nature.png	5	front	467.721546173	313.663818359	710.336181641
1_nature.png	5	front	467.844688416	313.718444824	710.281555176
3_nature.png	delay	front	467.831661224	313.720092773	710.279907227
3_nature.png	delay	front	467.791637421	313.567123413	710.432876587
3_nature.png	delay	front	467.791637421	313.567123413	710.432876587
3_nature.png	delay	front	467.805892944	313.584960938	710.415039062
3_nature.png	delay	front	467.9581604	313.543319702	710.456680298
3_nature.png	delay	front	468.031349182	313.526763916	710.473236084
3_nature.png	delay	front	467.980499268	313.535980225	710.464019775
3_nature.png	delay	front	468.019622803	313.513290405	710.486709595
3_nature.png	4	front	467.97808075	313.564147949	710.435852051
3_nature.png	4	front	468.016231537	313.527328491	710.472671509
3_nature.png	5	front	468.010036469	313.450134277	710.549865723
3_nature.png	5	front	467.953201294	313.504562378	710.495437622
3_nature.png	3	front	467.972290039	313.51159668	710.48840332
3_nature.png	3	front	467.997177124	313.442703247	710.557296753
3_nature.png	3	front	467.974014282	313.492614746	710.507385254
3_nature.png	1	front	467.930805206	313.579940796	710.420059204
