demo	0	front	469.669540405	348.962677002	675.037322998
demo	0	front	469.845146179	348.726593018	675.273406982
demo	0	front	469.808677673	348.736602783	675.263397217
demo	0	front	469.808677673	348.736602783	675.263397217
demo	0	front	469.808677673	348.736602783	675.263397217
demo	0	front	469.808677673	348.736602783	675.263397217
demo	0	front	469.792377472	348.721618652	675.278381348
demo	0	front	469.754512787	348.734649658	675.265350342
demo	1	front	469.776088715	348.740493774	675.259506226
demo	1	front	469.76512146	348.816940308	675.183059692
demo	1	front	469.765167236	348.778488159	675.221511841
demo	1	front	469.775356293	348.840438843	675.159561157
demo	1	front	469.785633087	348.939788818	675.060211182
demo	1	front	469.81578064	349.039657593	674.960342407
demo	1	front	469.839366913	349.108139038	674.891860962
demo	3	front	469.906333923	349.106536865	674.893463135
demo	3	front	469.908042908	349.105209351	674.894790649
demo	3	front	469.838569641	349.198028564	674.801971436
demo	3	front	469.757240295	349.226577759	674.773422241
demo	3	front	469.843971252	349.306350708	674.693649292
demo	3	front	469.834606171	349.37399292	674.62600708
demo	2	front	469.81570816	349.340072632	674.659927368
demo	2	front	469.767505646	349.33821106	674.66178894
demo	2	front	469.742897034	349.314743042	674.685256958
demo	2	front	469.75566864	349.154510498	674.845489502
demo	2	front	469.761413574	349.194091797	674.805908203
demo	2	front	469.800128937	349.148223877	674.851776123
demo	2	front	469.834300995	349.166946411	674.833053589
demo	2	front	469.92219162	349.105041504	674.894958496
demo	2	front	469.860626221	349.217086792	674.782913208
demo	2	front	469.799240112	349.322494507	674.677505493
demo	2	front	469.757602692	349.271774292	674.728225708
demo	2	front	469.758537292	349.152954102	674.847045898
demo	2	front	469.758537292	349.152954102	674.847045898
demo	2	front	469.73588562	349.140060425	674.859939575
demo	2	front	469.727684021	349.127639771	674.872360229
demo	2	front	469.479602814	349.044494629	674.955505371
demo	2	front	557.785327911	339.452316284	684.547683716
demo	2	front	595.967658997	272.695617676	751.304382324
demo	1	front	620.156425476	244.863647461	779.136352539
demo	1	front	620.216194153	244.776702881	779.223297119
demo	1	front	620.169143677	244.747833252	779.252166748
demo	1	front	620.127166748	244.773345947	779.226654053
demo	1	front	620.152786255	244.676330566	779.323669434
demo	1	front	620.213188171	244.563446045	779.436553955
demo	1	front	620.240577698	244.652709961	779.347290039
demo	1	front	540.667776108	454.680397034	569.319602966
demo	1	front	540.63967514	454.667976379	569.332023621
demo	1	front	540.524477005	454.761001587	569.238998413
demo	1	front	540.523809433	454.709342957	569.290657043
demo	1	front	540.453907013	454.685241699	569.314758301
demo	1	front	540.482961655	454.790836334	569.209163666
demo	1	front	540.533834457	454.808139801	569.191860199
demo	2	front	540.463804245	454.798217773	569.201782227
demo	2	front	540.416444778	454.835544586	569.164455414
demo	2	front	540.351991653	454.99552536	569.00447464
demo	2	front	540.360357285	455.068367004	568.931632996
demo	2	front	540.347904205	455.032936096	568.967063904
demo	2	front	540.365917206	455.118141174	568.881858826
demo	2	front	540.347669601	454.982955933	569.017044067
demo	3	front	540.384374619	455.016460419	568.983539581
demo	3	front	540.329174042	455.001049042	568.998950958
demo	3	front	540.418626785	455.009922028	568.990077972
demo	3	front	540.406665802	455.052947998	568.947052002
demo	3	front	540.362028122	455.099014282	568.900985718
demo	3	front	540.41610527	455.08518219	568.91481781
demo	3	front	540.411542892	455.169490814	568.830509186
demo	3	front	540.361436844	455.078388214	568.921611786
demo	3	front	540.387723923	455.002876282	568.997123718
demo	3	front	540.438354492	455.056995392	568.943004608
demo	3	front	540.471731186	455.043571472	568.956428528
demo	3	front	540.440698624	455.047805786	568.952194214
demo	3	front	540.489173889	455.036552429	568.963447571
demo	3	front	540.431484222	455.089366913	568.910633087
demo	3	front	540.399646759	455.039733887	568.960266113
demo	3	front	540.489616394	455.011432648	568.988567352
demo	3	front	540.430580139	454.996002197	569.003997803
demo	3	front	540.431488037	454.940273285	569.059726715
demo	3	front	540.292404175	455.066387177	568.933612823
0_nature.png	delay	front	540.247764587	455.110042572	568.889957428
0_nature.png	delay	front	540.247764587	455.110042572	568.889957428
0_nature.png	delay	front	540.362886429	455.122280121	568.877719879
0_nature.png	delay	front	540.362886429	455.122280121	568.877719879
0_nature.png	delay	front	540.399250031	455.041992188	568.958007812
0_nature.png	delay	front	540.464910507	454.983974457	569.016025543
0_nature.png	delay	front	552.640602112	344.266296387	679.733703613
0_nature.png	delay	front	578.585868835	275.680847168	748.319152832
0_nature.png	5	front	622.881034851	246.07635498	777.92364502
0_nature.png	5	front	623.306640625	244.713806152	779.286193848
0_nature.png	5	front	623.266105652	244.628601074	779.371398926
