demo	0	front	518.262366295	502.924904823	521.075095177
demo	0	front	518.065887451	503.14150238	520.85849762
demo	0	front	518.084646225	503.127747536	520.872252464
demo	0	front	518.084646225	503.127747536	520.872252464
demo	0	front	518.084646225	503.127747536	520.872252464
demo	0	front	518.084646225	503.127747536	520.872252464
demo	0	front	517.958107948	503.143063545	520.856936455
demo	delay	front	518.006413937	503.086787224	520.913212776
demo	3	front	518.007828236	503.200629234	520.799370766
demo	3	front	518.066577435	503.167600632	520.832399368
demo	3	front	518.107013702	503.079778671	520.920221329
demo	3	front	518.192167282	503.124778748	520.875221252
demo	3	front	518.121698856	503.088889122	520.911110878
demo	1	front	518.104375362	503.095869064	520.904130936
demo	1	front	518.102986336	503.030992508	520.969007492
demo	1	front	518.123505116	503.015749931	520.984250069
demo	1	front	518.180648327	502.944871902	521.055128098
demo	1	front	518.129631519	502.992470741	521.007529259
demo	1	front	518.169588566	502.976211548	521.023788452
demo	1	front	518.093986511	502.954833031	521.045166969
demo	1	front	518.061413765	503.104515076	520.895484924
demo	1	front	518.502691746	503.025325775	520.974674225
demo	1	front	583.302612305	341.182693481	682.817306519
demo	1	front	607.240257263	267.06854248	756.93145752
demo	1	front	617.988838196	244.846038818	779.153961182
demo	1	front	617.88028717	244.814788818	779.185211182
